questionnaire,questionnaireLabel,question,questionText,answer,responseCode,responseLabel,rawResponseValue,frequency,questionnaire_short,question_short,answer_short,answer_display,question_total,percentage_within_question
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,"Hat mir alles gu gefallen, da verst�ndlich, kurz und kompakt vermittelt.",1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,"Gefallen hat mir besonders das Video, da ich noch nicht viel �ber das Verhalten bei Notf�llen, z.B. �ber den Einsatz eines externen ICD wusste.",1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Die Erkl�rungen waren gut und man konnte alles nachvollziehen.,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,entspricht nicht meinen Erfahrungen,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,"Es waren ausf�hrliche und gute Erkl�rungen, die f�r mich als betroffene Person sehr hilfreich waren.",1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Das Video hat gute und verst�ndliche Erkl�rungen gegeben.,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Die ausf�hrliche Erkl�rung der Vier Medikamenten,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Die Video Erkl�rung war gut und die unterschiedliche Beschreibung der Ger�ten.,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Die einfache Darstellung der Wirkung der einzelnen Gruppen und die m�glichen Nebenwirkungen,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Gut Verst�ndlich,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Infos zur Ern�hrung,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Alles sehr gut erkl�rt. Verwendung von Bidern und Video sehr gut.,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Quiz ist nicht meins,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Das Video.,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Die Erkl�rungen mit Hilfe von Bildern und Video.,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Sehr verst�ndlich f�r den Patienten,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Das die notwendigen Medikamente genau erkl�rt wurden,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,"Das alle drei Komponente (Text, Video und Quiz) f�r die Erkl�rung benutzt werden.",1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Die Kombination von Text und Video,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Ausf�hrliche und gut verst�ndliche Informationen,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,"Der Text war am informatiefsten. Das Video war auch gut, aber die Musik st�rt.",1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,"Eine �bersichtliche Zusammenfassung meines aus Beipackzetteln bestehenden Wissens. Beim Video st�rt die Fahrstuhlmusik. Das Quiz ist ein netter Bonus, aber nicht notwendig",1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Alle wichtigen Fragen beantwortet,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Verst�ndlich aufgebaut und informativ,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,es gab viele neue Erkenntnisse,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Hat mir sehr gut gefallen und ich habe neue wichtige Erkenntnisse gelearnt,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Sehr informativ. Insbes. �ber die div. Schrittmachertypen und ihre Arbeitsweise.,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Eine sehr informative Zusammenfassung �ber die verschiedenen Schrittmachertypen und ihre Arbeitsweisen.,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Gut aufgebaut mit Wiederholungen,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,"Die M�glichkeit sowohl den Text zu lesen, als auch das Video und das Quiz als Erg�nzung",1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Der Text war erg�nzend zum Video sehr wichtig.,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Text in Erg�nzung mit dem Video wichtig!,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Das auf f�r mich wichtige Themen sehr gut eingegangen wurde,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Ich finde es gut das es Text gibt und ein Video,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Informativ und �bersichtlich,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Abschnitte zum Autofahren und zum Lebensende.,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Sehr gute Erkl�rung.,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Sehr viele gut erkl�rte Informationen.,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,�bersichtlich und gut zusammengefasst,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Sehr verst�ndlich,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Sehr verst�nliches Vidio,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,es wurde alles ausf�hrlich und verst�ndlich beschrieben,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,"Gute, verst�ndliche Erkl�rungen. Die Zusammenfassung als Video.",1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Gut verst�ndlich dargestellt.,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Umgang mit der Situation nach erfolgtem Herzstillstand und erfolgreicher Reanimation und der Umgang mit dem implantierte ICD am Lebensende,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Gute Information,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,VIDEO,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Video,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Nichts Neues,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Es existieren zu viele Medikamente. Nach 1 Woche d�rfte man min. 50 % schon wieder vergessen haben. Dann l�uft man mit gef�hrlichem Halbwissen herum. :-),1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Besonders gut ist die Text-Bild-Erkl�rung f�r Patienten ohne Hintergrundwissen.,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,"Das Video und das Quiz waren f�r mich ein guter Einblick, da es sehr verst�ndlich und ausreichend erkl�rt wurde.",1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Alles war super erkl�rt!,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Verst�ndlich erkl�rt,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,verst�ndlich erkl�rt,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Mit dem Quiz konnte ich nicht umgehen. Meine Antworten wurden scheinbar gar nicht bearbeitet. Meine Antworten waren alle nicht richtig. Auch nicht bei meinen Wiederholungen. Die Texte waren sehr verst�ndlich und die Videos waren auch sehr gut und anschaulich.,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Infos �ber die  Ern�hrung,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Quiz am Ende war spannend,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Das Video,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,War ok,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Text plus Grafik Hervorheben wichtiger Textstellen,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Die klare Struktur - hervorragend dokumentiert durch die PDF-Datei !!! Ideal zum Wiederholen daheim.,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Klare Struktur - dokumentiert durch die hervorragende PDF-Datei,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Die klare Struktur und auch farblichen Hervorhebungen - wie schon in Modul 1 und 2 !!!,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Der Abschnitt �ber das Lebensende !!!,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,conoscere tutte le consequenze del defribillatore,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Quiz war auch gut.,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Die Funktionen alle Ger�ten wurden sehr gut gekl�rt,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Die Erkl�rung war f�r mich sehr interessant,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Einsch�tzung mit den eigenen Medikamenten,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,"Ich wei� erst jetzt, wie mein Defibrillator funktioniert. Solch eine Unterlage h�tte ich mir schon vor oder nach der Implatation gew�nscht.",1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Ja,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,"Sehr informativ f�r Patienten, die neu mit ihrer Krankheit konfrontiert werden um solides Grundwissen zu erlangen.",1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Gute solide Information f�r Patienten nach Erstdiagnose einer Herzerkrankung,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,"Sehr gute Info f�r den Patienten, gute �bersicht, die auch ein gutes Grundverst�ndnis vermittelt und �ngste nehmen kann bzw. zu Fragen an den Kardiologen animieren kann.",1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,"Sehr guter �berblick f�r Patienten (Anmerkung, falls ich es nicht schon fr�her gemacht habe: Ich bin selbst Internistin/Nephrologin). Ich finde die Struktur aller Module sehr gut.",1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,"Ebenfalls sehr gutes Modul, das auch Fragen beantwortet bzw. thematisiert, die sich Patienten m�glicherweise nicht trauen zu fragen.",1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M007_01,Freitext positiv: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10070101,TEXT,Textual response,Wichtiges Thema um Patient und Angeh�rige auf Notf�lle vorzubereiten und Kompetenz zu vermitteln.,1,ME1,M007_01,10070101,Textual response,166,0.6
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M008_01,Freitext W�nsche: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10080102,,No recorded response,NO_RECORDED_RESPONSE,105,ME1,M008_01,10080102,No recorded response,166,63.25
http://digistrucmed.org/questionnaire#ME1,ModuleEvaluation,http://digistrucmed.org/questionnaire#M008_01,Freitext W�nsche: Hier k�nnen Sie Ihre Antwort verfassen,http://digistrucmed.org/questionnaire#10080101,TEXT,Textual response,Nichts,7,ME1,M008_01,10080101,Textual response,166,4.22
